NCID,NameC,NameE,NameF,Pinyin,PYA,Strokes,Description,ICF2,IDF2,TF2,MAX2,Boy,Girl,ScoreC,ScoreMax,ScoreAvg,ScoreMin,ScoreStd,IsFree
183598,屹君,屹,君,Yi Jun,YJ,13,诗词，中流屹立见君侯。,60,132,276,24,0.5293,0.4707,82,93,86,76,3.6055,11
114212,航语,航,语,Hang Yu,HY,19,诗词，夜航语达旦。,68,130,505,133,0.5436,0.4564,78,90,79,72,4.0002,101
142605,轩君,轩,君,Xuan Jun,XJ,14,诗词，轩中君子知多少。,68,130,384,79,0.5112,0.4888,82,92,83,73,5.293,101
156203,闻骏,闻,骏,Wen Jun,WJ,19,诗词，昔闻穆王有八骏。,55,127,342,74,0.9391,0.0609,79,93,83,76,4.0571,100
187438,昊语,昊,语,Hao Yu,HY,17,诗词，昊天无语凤飞遥。,77,122,268,24,0.6088,0.3912,80,94,84,75,4.6207,11
220018,豪语,豪,语,Hao Yu,HY,23,成语，豪言壮语。,89,120,216,18,0.7643,0.2357,79,92,82,75,3.8508,101
258480,若骏,若,骏,Ruo Jun,RJ,18,诗词，势若骏马奔平川。,79,119,172,12,0.8651,0.1349,80,90,80,74,4.3311,100
153851,怡皓,怡,皓,Yi Hao,YH,20,诗词，怡情皓素欲谁侔。,75,117,349,54,0.6698,0.3302,81,95,87,74,4.707,11
178712,麒骏,麒,骏,Qi Jun,QJ,29,诗词，麒麟储骏烈。,59,117,286,64,0.9685,0.0315,79,93,82,76,3.8839,10
195240,翔语,翔,语,Xiang Yu,XY,21,诗词，回翔若语我。,76,116,254,30,0.5294,0.4706,79,92,83,76,3.7178,101
166612,泓骏,泓,骏,Hong Jun,HJ,18,诗词，助宝以泓还骏奔。,64,114,314,38,0.9511,0.0489,80,95,84,77,4.5004,10
179409,轩墨,轩,墨,Xuan Mo,XM,22,诗词，侠气轩轩翰墨场。,73,111,285,28,0.6555,0.3445,73,86,74,70,3.659,101
216200,翰欣,翰,欣,Han Xin,HX,24,诗词，援翰此欣洒。,62,108,221,22,0.7029,0.2971,82,94,86,76,4.4014,11
201854,晨奥,晨,奥,Chen Ao,CA,23,诗词，史晨淳奥法易寻。,71,106,243,20,0.6972,0.3028,74,88,77,71,3.8688,10
241081,亦知,亦,知,Yi Zhi,YZ,14,诗词，夕阳飞鸟亦知还。,58,106,190,28,0.569,0.431,76,90,82,74,3.6968,101
224280,翼欣,翼,欣,Yi Xin,YX,25,诗词，拊翼欣同条。,55,97,210,18,0.5861,0.4139,82,94,86,79,3.7435,101
182450,怡翰,怡,翰,Yi Han,YH,24,诗词，真情怡翰墨。,61,95,278,36,0.7151,0.2849,81,95,87,75,4.1404,101
244156,宇知,宇,知,Yu Zhi,YZ,14,诗词，万里乡心杜宇知。,41,91,187,17,0.6616,0.3384,77,91,84,76,3.9212,101
269289,浩知,浩,知,Hao Zhi,HZ,18,诗词，浩浩知皇风。,48,91,163,14,0.8895,0.1105,76,88,80,73,4.0579,101
230218,诗奥,诗,奥,Shi Ao,SA,20,诗词，诗则二南渊且奥。,58,90,203,33,0.6588,0.3412,74,89,79,72,4.0816,100
279515,闻知,闻,知,Wen Zhi,WZ,17,诗词，闻知西岭雪。,41,86,154,16,0.6012,0.3988,75,86,77,71,3.4541,101
268948,熙墨,熙,墨,Xi Mo,XM,29,诗词，洗出徐熙落墨花。,56,84,163,19,0.6091,0.3909,74,89,77,71,4.6945,11
335200,逸知,逸,知,Yi Zhi,YZ,19,诗词，俊逸知君笔有神。,40,71,117,8,0.5727,0.4273,77,90,82,77,4.0635,101
285795,卓知,卓,知,Zhuo Zhi,ZZ,16,诗词，卓识真知冠古今。,38,70,149,17,0.5529,0.4471,75,86,77,72,3.9174,101
332992,心奥,心,奥,Xin Ao,XA,16,诗词，用心弥奥。,44,70,117,14,0.6622,0.3378,74,86,77,70,4.2096,100
254674,靖知,靖,知,Jing Zhi,JZ,21,诗词，平生和靖最知音。,39,68,176,62,0.5499,0.4501,76,90,80,71,4.3799,100
319842,翰语,翰,语,Han Yu,HY,25,诗词，翰林国语重翻译。,48,68,124,12,0.678,0.322,79,91,83,75,3.7713,11
301030,浩墨,浩,墨,Hao Mo,HM,25,诗词，浩亹关外墨松岭。,33,66,138,22,0.8393,0.1607,74,86,77,69,4.1458,11
336153,奕知,奕,知,Yi Zhi,YZ,17,诗词，奕奕家声远近知。,32,57,116,14,0.5386,0.4614,77,90,82,76,4.1382,101
369907,昊知,昊,知,Hao Zhi,HZ,16,诗词，苍与昊安知。,30,55,100,11,0.8192,0.1808,76,87,78,70,4.5391,11
371521,棋语,棋,语,Qi Yu,QY,21,诗词，信手敲棋语夜长。,31,55,99,15,0.5483,0.4517,79,89,82,77,3.2115,101
384129,予知,予,知,Yu Zhi,YZ,12,诗词，明月半窗予自知。,35,54,94,8,0.5114,0.4886,76,87,79,75,3.4585,101
381524,瀚知,瀚,知,Han Zhi,HZ,27,诗词，榆关瀚海知何在。,23,43,95,13,0.7357,0.2643,75,87,79,75,3.8602,11
375077,泓墨,泓,墨,Hong Mo,HM,23,诗词，陶泓淡墨著云烟。,20,34,98,24,0.5526,0.4474,74,85,77,70,4.6166,101
528744,楷墨,楷,墨,Kai Mo,KM,28,诗词，诗题霜楷墨林鸦。,23,31,55,9,0.8145,0.1855,73,79,72,68,3.629,100
