NCID,NameC,NameE,NameF,Pinyin,PYA,Strokes,Description,ICF2,IDF2,TF2,MAX2,Boy,Girl,ScoreC,ScoreMax,ScoreAvg,ScoreMin,ScoreStd,IsFree
7911,诗杰,诗,杰,Shi Jie,SJ,16,诗词，乐天唐诗杰。,297,1011,7578,570,0.7262,0.2738,82,96,89,79,4.7894,101
9224,相宇,相,宇,Xiang Yu,XY,15,诗词，明良相逢海宇清。,299,1006,6590,817,0.9045,0.0955,82,96,88,78,4.8095,100
10038,鸣宇,鸣,宇,Ming Yu,MY,14,诗词，骢马长鸣宇宙宽。,281,1001,6107,382,0.8102,0.1898,82,96,88,79,4.4364,101
5234,佳轩,佳,轩,Jia Xuan,JX,15,诗词，湖山佳处小轩成。,353,1000,11138,2417,0.5813,0.4187,82,96,90,80,4.8227,101
9129,天睿,天,睿,Tian Rui,TR,18,诗词，天然灿明睿。,348,997,6656,471,0.7755,0.2245,80,96,88,78,4.9444,101
11371,志昂,志,昂,Zhi Ang,ZA,15,成语，斗志昂扬。,263,997,5460,431,0.9487,0.0513,75,95,83,77,3.6833,100
6330,宇宸,宇,宸,Yu Chen,YC,16,诗词，天人眉宇辉宸枫。,358,996,9314,703,0.8215,0.1785,80,96,88,79,4.61,11
7887,博轩,博,轩,Bo Xuan,BX,19,诗词，看山精刻博轩眉。,338,996,7592,841,0.8869,0.1131,81,96,86,78,5.0763,100
8158,一轩,一,轩,Yi Xuan,YX,8,诗词，一轩明月满窗风。,377,993,7362,525,0.8075,0.1925,81,96,90,79,4.766,101
10600,雨豪,雨,豪,Yu Hao,YH,22,诗词，昨夜山雨豪。,342,976,5814,340,0.9012,0.0988,82,96,89,78,4.9253,101
4834,彦霖,彦,霖,Yan Lin,YL,25,诗词，彦霖父子魏公客。,312,973,11882,1977,0.7178,0.2822,81,96,87,78,4.9165,100
9577,一恒,一,恒,Yi Heng,YH,10,诗词，一灯长照恒河沙。,341,971,6354,528,0.9047,0.0953,79,96,88,77,5.1074,101
5588,艺轩,艺,轩,Yi Xuan,YX,11,诗词，艺葵当前轩。,359,970,10356,1084,0.5102,0.4898,82,96,86,76,5.3095,101
10776,一晨,一,晨,Yi Chen,YC,12,诗词，一昏复一晨。,343,970,5737,547,0.5571,0.4429,80,96,89,77,4.776,101
8395,子祺,子,祺,Zi Qi,ZQ,15,诗词，子祺安雅。,327,964,7169,498,0.8212,0.1788,80,96,88,78,4.6282,100
8190,羽轩,羽,轩,Yu Xuan,YX,13,诗词，羽从琳琅拥轩盖。,382,963,7299,452,0.5922,0.4078,81,96,89,80,4.6397,11
12379,文煜,文,煜,Wen Yu,WY,17,诗词，文星煜煜丽南天。,269,963,5062,379,0.7061,0.2939,81,96,89,78,4.588,11
10288,晨辰,晨,辰,Chen Chen,CC,18,诗词，晨辰都为日明稀。,309,961,5980,400,0.588,0.412,80,96,87,78,4.9303,100
11701,嘉宏,嘉,宏,Jia Hong,JH,21,诗词，赏激嘉宏规。,299,961,5320,358,0.7617,0.2383,82,96,89,79,4.9401,100
7272,艺博,艺,博,Yi Bo,YB,16,诗词，艺精六博。,317,954,8186,1362,0.6064,0.3936,82,96,88,78,5.1684,101
8031,泽豪,泽,豪,Ze Hao,ZH,22,诗词，泽车豪马驰似水。,332,953,7466,788,0.9887,0.0113,81,96,87,78,5.1375,101
11051,君宇,君,宇,Jun Yu,JY,13,诗词，君临万宇。,282,936,5608,476,0.725,0.275,83,96,90,78,4.8588,101
9198,懿轩,懿,轩,Yi Xuan,YX,29,诗词，游乘卫懿轩。,342,932,6606,418,0.6237,0.3763,81,96,88,79,4.1484,101
10481,羽翔,羽,翔,Yu Xiang,YX,18,诗词，万里云霄一羽翔。,333,932,5878,717,0.8057,0.1943,81,96,87,78,4.854,101
11782,可凡,可,凡,Ke Fan,KF,8,诗词，可静即超凡。,333,927,5284,479,0.581,0.419,80,95,84,75,5.0462,100
9377,思乐,思,乐,Si Le,SL,14,诗词，思乐泮水。,308,923,6465,666,0.6178,0.3822,78,93,84,75,5.0167,101
7303,沐阳,沐,阳,Mu Yang,MY,13,诗词，重沐阳光乐太平。,324,921,8157,1615,0.7439,0.2561,80,96,82,76,4.5237,101
8377,泽瑞,泽,瑞,Ze Rui,ZR,21,诗词，为泽为瑞为星辰。,324,916,7181,879,0.8952,0.1048,81,96,87,78,5.0825,101
8186,靖轩,靖,轩,Jing Xuan,JX,20,诗词，小船行行过靖轩。,313,915,7338,431,0.7471,0.2529,81,96,87,79,4.8757,101
9781,昊辰,昊,辰,Hao Chen,HC,15,诗词，商秋少昊辰。,307,911,6247,318,0.8484,0.1516,80,96,85,78,4.8197,100
9567,子逸,子,逸,Zi Yi,ZY,14,诗词，子才逸卿云。,314,909,6364,527,0.6851,0.3149,80,96,89,79,4.6021,101
15707,博学,博,学,Bo Xue,BX,20,成语，博学多才。,314,905,4057,283,0.9683,0.0317,78,93,82,76,4.2275,100
8588,博然,博,然,Bo Ran,BR,24,诗词，夜博然明灯。,301,897,7027,1129,0.7292,0.2708,79,94,83,75,5.0495,101
11189,泰然,泰,然,Tai Ran,TR,22,成语，泰然自若。,292,897,5540,509,0.8916,0.1084,78,93,81,75,4.1446,100
12740,文灏,文,灏,Wen Hao,WH,25,诗词，雄文纠灏气。,280,895,4923,460,0.9002,0.0998,78,96,87,80,4.1847,11
7624,梓恒,梓,恒,Zi Heng,ZH,20,诗词，杞梓出恒嵩。,332,885,7835,581,0.8901,0.1099,79,96,87,79,4.7882,10
11017,云博,云,博,Yun Bo,YB,16,诗词，云汉新通博望槎。,306,884,5619,774,0.8344,0.1656,81,96,87,79,4.9658,101
9416,若轩,若,轩,Ruo Xuan,RX,15,诗词，帅王用处若轩昂。,362,879,6471,414,0.6026,0.3974,81,96,86,77,5.1637,101
11653,泽熙,泽,熙,Ze Xi,ZX,22,诗词，睿泽与时熙。,331,878,5343,551,0.884,0.116,80,96,86,78,5.1327,101
6667,宸宇,宸,宇,Chen Yu,CY,16,诗词，宸枫悬广宇。,330,873,8874,806,0.8496,0.1504,82,96,88,79,4.5399,101
7954,奕轩,奕,轩,Yi Xuan,YX,16,诗词，奕奕朱轩驰。,345,873,7538,754,0.7384,0.2616,82,96,89,79,4.4023,101
7253,俊辰,俊,辰,Jun Chen,JC,16,诗词，俊游清赏尽佳辰。,288,865,8212,1140,0.749,0.251,81,96,88,78,5.2159,101
13953,雨新,雨,新,Yu Xin,YX,21,诗词，雨新翠叶发。,298,860,4508,361,0.6299,0.3701,82,96,89,78,4.4268,101
12240,一洋,一,洋,Yi Yang,YY,10,诗词，一山溪水一汪洋。,306,859,5110,328,0.8029,0.1971,81,96,89,76,5.1535,101
12337,云逸,云,逸,Yun Yi,YY,15,诗词，心赏自云逸。,295,857,5053,1240,0.5521,0.4479,80,96,87,78,4.8378,101
12602,恩宇,恩,宇,En Yu,EY,16,诗词，浩浩君恩沾海宇。,285,857,4974,535,0.9004,0.0996,82,96,87,78,4.9218,101
8863,柯宇,柯,宇,Ke Yu,KY,15,诗词，绿柯荫宇。,289,853,6827,1542,0.7347,0.2653,82,96,87,78,4.7627,10
12511,博仁,博,仁,Bo Ren,BR,16,诗词，博矣天地仁。,266,853,5005,385,0.9627,0.0373,79,96,84,77,4.6578,101
12308,逸然,逸,然,Yi Ran,YR,23,诗词，逸步飘然叹绝尘。,293,851,5087,310,0.5268,0.4732,80,96,88,80,4.734,100
13568,雨星,雨,星,Yu Xing,YX,17,诗词，月中落子如雨星。,354,849,4636,292,0.5707,0.4293,81,96,88,77,4.8714,101
14872,文越,文,越,Wen Yue,WY,16,诗词，文思壮飞越。,257,846,4277,303,0.5601,0.4399,78,96,87,78,4.3318,101
8732,子骞,子,骞,Zi Qian,ZQ,16,诗词，为问子骞去何许。,319,843,6918,596,0.8928,0.1072,77,96,86,78,3.9503,100
12122,嘉辰,嘉,辰,Jia Chen,JC,21,诗词，嘉节良辰。,301,842,5158,386,0.5959,0.4041,81,96,88,79,4.8497,101
15452,若林,若,林,Ruo Lin,RL,16,诗词，相府深沈书若林。,318,841,4109,332,0.7033,0.2967,82,95,85,75,5.2721,101
15449,云昊,云,昊,Yun Hao,YH,12,诗词，行云在晴昊。,290,839,4114,320,0.9202,0.0798,80,96,87,78,4.974,101
10756,天皓,天,皓,Tian Hao,TH,16,诗词，霜天皓月耀中洲。,321,836,5743,508,0.949,0.051,80,96,86,78,4.9111,101
14013,雨翔,雨,翔,Yu Xiang,YX,20,诗词，云雨翔蛟螭。,309,836,4505,479,0.7759,0.2241,82,96,89,78,4.8581,101
6260,昊轩,昊,轩,Hao Xuan,HX,15,诗词，傲睨羲昊轻轩裳。,315,833,9416,1710,0.9164,0.0836,81,96,86,78,4.8749,11
13464,浩辰,浩,辰,Hao Chen,HC,17,诗词，浩然正气动星辰。,310,833,4675,316,0.9086,0.0914,80,96,87,78,4.9327,101
10175,子程,子,程,Zi Cheng,ZC,15,诗词，十里东风燕子程。,290,829,6014,519,0.8583,0.1417,80,96,88,78,4.8093,101
12782,诗源,诗,源,Shi Yuan,SY,21,诗词，诗源万里长。,261,828,4912,360,0.7753,0.2247,81,96,88,78,4.9036,100
10712,亦轩,亦,轩,Yi Xuan,YX,13,诗词，浮云亦轩轩。,334,817,5765,446,0.7614,0.2386,81,96,88,79,4.6972,101
9959,林轩,林,轩,Lin Xuan,LX,15,诗词，朝水林轩出绿丛。,311,816,6098,943,0.786,0.214,81,96,87,78,5.2345,101
11030,钦文,钦,文,Qin Wen,QW,13,诗词，钦明文思。,225,816,5607,339,0.8951,0.1049,81,95,85,75,4.8998,100
9722,子淳,子,淳,Zi Chun,ZC,14,诗词，君子喜淳诚。,292,813,6274,492,0.7726,0.2274,77,96,86,78,4.4275,101
11548,泽涵,泽,涵,Ze Han,ZH,19,诗词，帝泽普涵春自暖。,296,807,5391,459,0.5644,0.4356,81,96,88,78,4.8268,101
13856,斯宇,斯,宇,Si Yu,SY,18,诗词，有新兮斯宇。,290,807,4564,294,0.7077,0.2923,82,96,88,78,4.7527,101
14048,以恒,以,恒,Yi Heng,YH,13,成语，持之以恒。,275,807,4504,279,0.9377,0.0623,79,96,86,76,4.7356,100
9442,柏宇,柏,宇,Bai Yu,BY,15,诗词，劲柏峥嵘擎广宇。,269,806,6456,1787,0.9207,0.0793,82,96,87,78,5.0216,11
18548,云程,云,程,Yun Cheng,YC,16,诗词，抟风万里云程远。,226,804,3485,298,0.7743,0.2257,80,95,86,76,4.9106,101
16139,浩元,浩,元,Hao Yuan,HY,14,诗词，浩浩元气。,260,799,3969,242,0.9655,0.0345,81,96,88,78,4.8262,101
15597,元博,元,博,Yuan Bo,YB,16,诗词，元圭博璧同瑛鲜。,256,798,4094,461,0.8949,0.1051,81,96,87,77,4.9165,101
13524,若宇,若,宇,Ruo Yu,RY,14,诗词，宛若宇宙重开辟。,278,797,4657,925,0.5982,0.4018,83,96,89,78,5.0273,101
14395,星源,星,源,Xing Yuan,XY,22,诗词，中流我自出星源。,287,797,4393,335,0.8837,0.1163,81,96,87,77,5.1701,100
10805,凯元,凯,元,Kai Yuan,KY,12,诗词，凯歌声里拥元戎。,243,795,5729,678,0.8869,0.1131,81,96,86,77,5.1598,100
15811,翱翔,翱,翔,Ao Xiang,AX,28,诗词，万里同翱翔。,312,795,4043,313,0.9669,0.0331,78,89,79,76,2.779,100
14927,天啸,天,啸,Tian Xiao,TX,15,诗词，且提长剑倚天啸。,276,791,4235,291,0.9279,0.0721,77,95,84,77,3.5274,101
7558,昊泽,昊,泽,Hao Ze,HZ,16,诗词，昊天降灵泽。,283,784,7900,1871,0.9615,0.0385,80,96,84,77,4.7816,100
15911,文楷,文,楷,Wen Kai,WK,17,诗词，文楷开苍柏。,231,784,4024,267,0.9761,0.0239,77,96,85,77,3.9682,101
18597,常乐,常,乐,Chang Le,CL,16,成语，知足常乐。,267,782,3457,231,0.8781,0.1219,77,93,81,75,4.1621,100
14487,其乐,其,乐,Qi Le,QL,13,成语，其乐融融。,264,780,4296,362,0.9139,0.0861,78,94,83,75,4.8588,101
20249,浩君,浩,君,Hao Jun,HJ,17,诗词，浩荡春风君送来。,264,780,3209,173,0.7416,0.2584,83,96,89,78,4.9926,101
10863,雨洋,雨,洋,Yu Yang,YY,17,诗词，雨露汪洋四海春。,304,776,5702,744,0.5407,0.4593,82,96,89,79,4.8586,101
12567,启轩,启,轩,Qi Xuan,QX,14,诗词，尽启轩窗供远目。,272,775,4988,282,0.9204,0.0796,81,96,89,78,4.9967,100
7702,睿轩,睿,轩,Rui Xuan,RX,21,诗词，睿主临轩达四聪。,313,773,7758,1014,0.6968,0.3032,81,96,87,79,4.9695,11
8809,彦辰,彦,辰,Yan Chen,YC,16,诗词，幸从群彦集芳辰。,261,771,6867,1258,0.68,0.32,80,96,87,79,5.0492,11
16516,雨森,雨,森,Yu Sen,YS,20,诗词，初夏雨森森。,267,763,3886,267,0.9064,0.0936,79,96,87,78,4.9603,101
12130,奥博,奥,博,Ao Bo,AB,24,诗词，理境奥博谁与详。,277,762,5153,630,0.8073,0.1927,79,93,79,74,3.6652,101
13783,云皓,云,皓,Yun Hao,YH,16,诗词，云静天青皓月明。,268,759,4564,856,0.8805,0.1195,80,96,87,78,4.9121,101
12836,晨轩,晨,轩,Chen Xuan,CX,18,诗词，晨霞耀中轩。,305,757,4886,341,0.7365,0.2635,81,96,86,77,5.2453,101
8269,俊希,俊,希,Jun Xi,JX,16,诗词，诸公豪俊世希有。,274,756,7262,1115,0.5637,0.4363,81,96,89,80,4.9474,10
18541,文炜,文,炜,Wen Wei,WW,12,诗词，文行有炜。,218,756,3490,191,0.7869,0.2131,81,96,88,79,4.7058,101
9833,雨宸,雨,宸,Yu Chen,YC,18,诗词，花浓雨露近中宸。,305,755,6222,884,0.5412,0.4588,80,96,88,79,4.455,101
14131,雨杭,雨,杭,Yu Hang,YH,16,诗词，一帆风雨到杭州。,273,755,4482,432,0.5266,0.4734,78,96,85,78,4.373,101
11702,子锐,子,锐,Zi Rui,ZR,15,诗词，六千君子锐。,288,746,5313,400,0.8753,0.1247,80,96,87,78,4.8016,101
12421,彦泽,彦,泽,Yan Ze,YZ,17,诗词，西邻有亲曰彦泽。,246,741,5042,648,0.9047,0.0953,80,96,87,79,4.9647,101
17531,梦成,梦,成,Meng Cheng,MC,17,成语，美梦成真。,269,740,3683,236,0.725,0.275,81,95,87,76,4.747,101
18277,浩晨,浩,晨,Hao Chen,HC,21,诗词，浩浩水云晨。,283,738,3537,364,0.8537,0.1463,80,96,87,79,4.9106,101
14924,一尘,一,尘,Yi Chen,YC,7,成语，一尘不染。,268,734,4245,335,0.7237,0.2763,75,95,87,76,4.0734,101
14617,子纯,子,纯,Zi Chun,ZC,10,诗词，子节纯且坚。,263,733,4342,325,0.6074,0.3926,80,95,87,78,4.8032,101
15674,翔天,翔,天,Xiang Tian,XT,16,诗词，回翔天壤间。,270,730,4059,342,0.9229,0.0771,77,94,82,75,4.0838,101
17473,泽欣,泽,欣,Ze Xin,ZX,16,诗词，惠泽欣有答。,243,730,3699,268,0.6494,0.3506,83,96,87,77,4.7519,101
8068,力铭,力,铭,Li Ming,LM,13,诗词，努力勋业期铭钟。,240,721,7419,1634,0.9038,0.0962,81,96,87,77,5.0046,101
18212,文程,文,程,Wen Cheng,WC,16,诗词，文程琢玉章。,238,719,3545,289,0.7679,0.2321,80,95,87,78,4.4592,101
21227,博艺,博,艺,Bo Yi,BY,16,诗词，弘仁博艺。,266,719,3056,276,0.6216,0.3784,81,96,87,79,4.9305,101
12818,昕阳,昕,阳,Xin Yang,XY,14,诗词，珠歌翠舞昕斜阳。,254,718,4898,1102,0.5505,0.4495,81,96,88,78,4.8368,11
9297,一霖,一,霖,Yi Lin,YL,17,诗词，千里西城待一霖。,264,716,6546,1339,0.7195,0.2805,81,96,90,79,4.6491,100
19145,文逸,文,逸,Wen Yi,WY,15,诗词，文章逸少。,245,708,3387,229,0.5432,0.4568,80,96,88,78,4.4043,101
13977,雨恒,雨,恒,Yu Heng,YH,17,诗词，久雨恒思晴。,271,706,4525,556,0.7329,0.2671,80,96,88,77,4.9417,101
20521,文然,文,然,Wen Ran,WR,16,诗词，妙手文章只自然。,244,705,3161,200,0.5302,0.4698,79,93,85,73,4.8572,100
22475,泽晨,泽,晨,Ze Chen,ZC,19,诗词，梦泽晨烟积。,281,704,2903,218,0.7769,0.2231,80,96,86,78,5.0194,101
11359,宜轩,宜,轩,Yi Xuan,YX,15,诗词，志气宜轩翥。,299,702,5463,869,0.8394,0.1606,82,96,89,80,4.5707,101
13168,博元,博,元,Bo Yuan,BY,16,诗词，博议开浑元。,243,702,4771,554,0.9185,0.0815,81,96,86,76,5.2215,101
11647,承霖,承,霖,Cheng Lin,CL,24,诗词，能承仁爱起春霖。,241,690,5344,1282,0.8754,0.1246,81,96,85,76,5.1573,100
21427,闻博,闻,博,Wen Bo,WB,21,诗词，闻之意争博。,244,688,3039,228,0.8436,0.1564,80,95,82,75,4.2394,101
18392,浩程,浩,程,Hao Cheng,HC,22,诗词，浩荡青云九万程。,248,685,3517,286,0.9515,0.0485,80,96,86,78,4.8179,101
18668,文畅,文,畅,Wen Chang,WC,12,诗词，禅悦得文畅。,243,685,3469,217,0.6799,0.3201,77,95,84,76,4.3201,101
14308,泽佳,泽,佳,Ze Jia,ZJ,16,诗词，星岩山泽本自佳。,224,683,4429,428,0.6092,0.3908,81,94,86,75,4.7246,11
23319,佳元,佳,元,Jia Yuan,JY,12,诗词，佳祥元日初逢雪。,236,680,2801,169,0.6661,0.3339,82,96,90,78,4.4049,101
21084,浩雨,浩,雨,Hao Yu,HY,18,诗词，溪声浩浩雨萧萧。,288,679,3086,326,0.8704,0.1296,81,96,88,78,4.72,101
22185,泽翔,泽,翔,Ze Xiang,ZX,20,诗词，德泽加兮仁风翔。,265,678,2938,196,0.9707,0.0293,81,96,87,79,4.6297,101
15127,诗博,诗,博,Shi Bo,SB,20,诗词，何人夜半诗博酒。,236,674,4202,528,0.7761,0.2239,81,96,86,76,5.1434,101
18951,驰宇,驰,宇,Chi Yu,CY,12,诗词，声驰宇宙间。,208,674,3417,315,0.9033,0.0967,80,93,81,75,3.5654,101
18892,煜晨,煜,晨,Yu Chen,YC,24,诗词，煜其如晨星之灿。,264,670,3430,483,0.5992,0.4008,80,96,88,79,4.4297,10
13128,奕成,奕,成,Yi Cheng,YC,15,诗词，奕奕九成台。,221,663,4783,369,0.9486,0.0514,82,96,89,78,5.0264,101
22333,云熙,云,熙,Yun Xi,YX,18,诗词，素雪亦云熙。,275,657,2922,200,0.691,0.309,80,96,88,79,4.7183,101
25039,辰星,辰,星,Chen Xing,CX,16,诗词，仰指北辰星。,277,653,2620,151,0.8034,0.1966,80,94,82,76,4.5798,100
24481,开诚,开,诚,Kai Cheng,KC,12,成语，开诚布公。,233,648,2677,181,0.9722,0.0278,79,96,84,75,4.7373,100
17363,浩涵,浩,涵,Hao Han,HH,21,诗词，浩荡秋空涵日月。,250,644,3719,303,0.6847,0.3153,81,96,88,79,4.8919,101
24030,亦乐,亦,乐,Yi Le,YL,11,成语，不亦乐乎。,237,638,2707,131,0.7379,0.2621,78,96,85,76,5.0734,101
22419,雨浩,雨,浩,Yu Hao,YH,18,诗词，沧江烟雨浩无穷。,260,637,2909,165,0.9036,0.0964,82,96,89,78,4.72,101
21087,博一,博,一,Bo Yi,BY,13,诗词，并把三冬博一春。,239,634,3085,261,0.8308,0.1692,80,95,86,75,5.04,101
21393,卓宇,卓,宇,Zhuo Yu,ZY,14,诗词，卓锡开梵宇。,225,632,3043,191,0.7459,0.2541,82,96,86,78,4.9029,101
28778,弘博,弘,博,Hong Bo,HB,17,诗词，弘仁博艺。,257,632,2283,153,0.9267,0.0733,81,96,86,80,4.1355,101
14570,诗棋,诗,棋,Shi Qi,SQ,20,诗词，诗酒琴棋。,255,631,4355,342,0.6932,0.3068,80,96,87,79,4.493,100
22733,诗奇,诗,奇,Shi Qi,SQ,16,诗词，巴峡诗奇杜少陵。,248,629,2869,233,0.8034,0.1966,81,96,87,77,5.0667,101
23032,泽辰,泽,辰,Ze Chen,ZC,15,诗词，为泽为瑞为星辰。,258,627,2837,299,0.8557,0.1443,80,96,87,78,4.8406,101
23007,泽琪,泽,琪,Ze Qi,ZQ,20,诗词，晶光泽琪树。,235,626,2837,196,0.6059,0.3941,82,96,87,77,5.0213,100
27108,云宇,云,宇,Yun Yu,YY,10,诗词，云开天宇静。,241,622,2397,140,0.7698,0.2302,83,96,89,77,4.78,101
13613,承轩,承,轩,Cheng Xuan,CX,15,诗词，以承前轩。,226,621,4633,844,0.9199,0.0801,81,96,87,78,5.1246,101
14309,卓轩,卓,轩,Zhuo Xuan,ZX,15,诗词，添梯卓轩揭。,235,618,4431,909,0.7494,0.2506,80,95,83,76,5.02,101
18078,墨轩,墨,轩,Mo Xuan,MX,22,诗词，翰墨空轩竹树秋。,268,608,3487,312,0.7643,0.2357,79,95,81,76,4.0591,101
24304,轩昂,轩,昂,Xuan Ang,XA,15,成语，气宇轩昂。,248,606,2695,216,0.9492,0.0508,73,90,77,75,2.6819,100
23432,翰宇,翰,宇,Han Yu,HY,22,诗词，翰墨生云揭宇眉。,235,604,2789,180,0.9357,0.0643,82,96,88,79,4.5877,11
14331,力豪,力,豪,Li Hao,LH,16,诗词，一曲清平笔力豪。,223,603,4408,682,0.977,0.023,81,96,86,78,5.0293,101
18054,翔文,翔,文,Xiang Wen,XW,16,诗词，翱翔文海拜诗王。,217,601,3577,352,0.8765,0.1235,81,95,85,75,4.717,101
24848,嘉元,嘉,元,Jia Yuan,JY,18,诗词，嘉节过三元。,211,599,2643,222,0.8058,0.1942,82,96,90,78,4.5478,101
22160,星凯,星,凯,Xing Kai,XK,17,诗词，日月星辰奏凯歌。,240,597,2930,570,0.9709,0.0291,80,94,83,75,4.7153,11
24344,皓晨,皓,晨,Hao Chen,HC,23,诗词，皓雪晨霏。,245,595,2691,251,0.6581,0.3419,80,96,83,75,4.6918,100
24547,彤宇,彤,宇,Tong Yu,TY,13,诗词，万里彤霞烘玉宇。,195,592,2673,450,0.5432,0.4568,82,96,85,77,4.2991,101
20018,峻宇,峻,宇,Jun Yu,JY,16,诗词，峻宇焕金碧。,208,589,3243,278,0.9285,0.0715,82,96,87,79,4.5039,101
26250,博君,博,君,Bo Jun,BJ,19,诗词，博物君能继。,206,588,2501,199,0.5362,0.4638,83,96,88,77,4.8651,101
27789,云豪,云,豪,Yun Hao,YH,18,诗词，凌云豪气自翩翩。,230,588,2362,197,0.9625,0.0375,81,96,88,77,4.9715,101
24780,熙晨,熙,晨,Xi Chen,XC,25,诗词，短牖熙晨光。,251,587,2649,228,0.6352,0.3648,80,96,87,78,4.8175,101
36950,永逸,永,逸,Yong Yi,YY,16,成语，一劳永逸。,230,586,1775,126,0.7793,0.2207,80,96,87,77,4.5817,101
14403,易轩,易,轩,Yi Xuan,YX,15,诗词，问字常开读易轩。,247,582,4396,634,0.7474,0.2526,81,96,88,79,4.409,101
25813,云柯,云,柯,Yun Ke,YK,13,诗词，古槐深荫绿云柯。,205,578,2539,166,0.6189,0.3811,77,94,83,76,4.4708,101
18961,一淼,一,淼,Yi Miao,YM,13,诗词，一江淼淼横目前。,238,576,3418,744,0.7281,0.2719,77,96,85,75,5.2211,101
18406,艺泽,艺,泽,Yi Ze,YZ,12,诗词，较艺抡材有泽宫。,251,575,3515,564,0.7038,0.2962,81,96,88,79,4.842,10
23374,泽皓,泽,皓,Ze Hao,ZH,20,诗词，泽兰之皓兮。,240,566,2796,255,0.9617,0.0383,80,96,86,78,4.7609,11
19004,一宸,一,宸,Yi Chen,YC,11,诗词，一马临江入紫宸。,240,564,3410,252,0.8032,0.1968,79,96,88,77,4.741,101
27432,泽然,泽,然,Ze Ran,ZR,20,诗词，圣泽恩波浩浩然。,223,559,2393,206,0.7995,0.2005,79,94,85,77,4.647,100
23189,诗铭,诗,铭,Shi Ming,SM,19,诗词，裁诗铭座右。,205,556,2818,226,0.7962,0.2038,81,96,88,79,4.5894,101
16207,昊宸,昊,宸,Hao Chen,HC,18,诗词，昊天旋日照宸忧。,228,555,3957,766,0.9143,0.0857,79,96,83,76,4.529,11
22843,诗哲,诗,哲,Shi Zhe,SZ,18,诗词，诗情哲理此中深。,207,555,2859,166,0.7448,0.2552,79,94,84,75,4.8814,101
31234,熙宇,熙,宇,Xi Yu,XY,20,诗词，熙熙万宇风光暖。,212,553,2107,168,0.8507,0.1493,83,96,89,78,4.9449,11
21677,禹轩,禹,轩,Yu Xuan,YX,16,诗词，洞门禹凿故轩轩。,243,551,3004,258,0.7946,0.2054,81,96,87,79,4.328,11
10002,竞文,竞,文,Jing Wen,JW,14,诗词，竞以文学许。,190,549,6126,2445,0.6823,0.3177,81,96,86,76,4.1685,101
21079,翊轩,翊,轩,Yi Xuan,YX,18,诗词，翊圣迈轩唐。,243,549,3086,202,0.7793,0.2207,81,96,86,78,3.9961,10
26289,轶轩,轶,轩,Yi Xuan,YX,16,诗词，醉卧清风轶轩昊。,209,545,2498,270,0.724,0.276,81,96,87,79,4.1162,101
36457,心诚,心,诚,Xin Cheng,XC,12,成语，诚心诚意。,233,541,1793,132,0.8963,0.1037,80,96,85,75,4.9927,100
34928,云航,云,航,Yun Hang,YH,14,诗词，云航驱浪泛蓬瀛。,208,540,1882,138,0.8077,0.1923,79,94,85,75,4.531,101
27675,泽羽,泽,羽,Ze Yu,ZY,14,诗词，大泽多群羽。,250,538,2376,155,0.6515,0.3485,82,96,88,77,4.9981,101
24079,炫宇,炫,宇,Xuan Yu,XY,15,诗词，夕星炫西宇。,206,536,2721,479,0.8188,0.1812,82,96,86,77,4.5039,11
27970,睿宇,睿,宇,Rui Yu,RY,20,诗词，睿祖开真宇。,228,535,2350,213,0.6929,0.3071,83,96,88,78,4.8393,100
28550,浩佳,浩,佳,Hao Jia,HJ,18,诗词，浩然佳思鉴湖秋。,206,532,2302,161,0.7232,0.2768,81,96,88,77,4.5672,11
38106,浩一,浩,一,Hao Yi,HY,11,诗词，浩浩白云溪一色。,192,532,1722,127,0.9242,0.0758,80,96,88,76,4.8274,101
16208,梓宇,梓,宇,Zi Yu,ZY,17,诗词，愿梓新吟留宇宙。,227,531,3957,1237,0.7784,0.2216,83,96,90,79,4.1288,10
25006,浩羽,浩,羽,Hao Yu,HY,16,诗词，浩荡天风生羽翰。,226,530,2626,730,0.7581,0.2419,82,96,88,78,4.6565,100
30678,云洋,云,洋,Yun Yang,YY,13,诗词，白云兮洋洋。,202,529,2143,144,0.7679,0.2321,81,96,88,78,4.6876,101
29243,云瀚,云,瀚,Yun Han,YH,23,诗词，紫云腾瀚海。,189,528,2248,149,0.9132,0.0868,79,96,87,77,4.617,101
16856,梓宸,梓,宸,Zi Chen,ZC,21,诗词，迩之梓里远枫宸。,238,520,3820,363,0.7769,0.2231,79,96,86,77,4.6708,10
29672,闻宇,闻,宇,Wen Yu,WY,15,诗词，绿满山川闻杜宇。,170,520,2218,271,0.7816,0.2184,82,96,86,76,4.5827,101
28636,诗轩,诗,轩,Shi Xuan,SX,15,诗词，诗成月上轩。,236,519,2285,158,0.7009,0.2991,81,96,87,77,5.2155,100
17906,皓博,皓,博,Hao Bo,HB,24,诗词，皓首博侯封。,219,518,3609,762,0.9047,0.0953,81,96,84,76,4.7085,10
35720,元恺,元,恺,Yuan Kai,YK,13,诗词，元兮恺兮。,208,517,1838,93,0.9546,0.0454,77,95,83,76,4.1948,100
30176,辰轩,辰,轩,Chen Xuan,CX,14,诗词，星辰满轩斗可扪。,246,515,2163,135,0.7884,0.2116,81,96,83,75,5.0045,11
